0,GH020A_B,55.854434529999814,-4.216974959509279,Gallowgate west to Sword St
1,GJ3301_D,55.82105417976632,-4.25607160697339,Carmunnock Rd southbound
2,GH020A_A,55.85526881737797,-4.2260182328994995,Gallowgate east to Sword St
3,GJ3301_C,55.81849086854625,-4.255683756017223,Carmunnock Rd northbound to Kings Park Avenue
4,GJ3301_B,55.82016283016515,-4.2502729750640285,Kings Park Ave westbound to Carmunnock Rd
5,GJ3301_A,55.82410688116023,-4.258196175251756,Kings Park Rd southbound
6,GC2381_T,55.886899038949245,-4.3753355419780835,Bulldale Road
7,GC2381_S,55.88540387234871,-4.371774067792365,Dumbarton Road Outbound to Bulldale Rd.
8,GC2381_R,55.88820586620821,-4.378405994326701,Dumbarton Road inbound to Bulldale St
9,GD2701_D,55.89670336618549,-4.299203285213263,Shiskine Drive
10,GF0301_S,55.87839021402277,-4.194167303027818,Royston Rd w/b
11,GD2701_B,55.89394772975637,-4.2970889096571705,Maryhill Road outbound towards Shiskine Drive
12,GD2701_A,55.89916542948992,-4.302596303354128,Maryhill Road inbound to Shiskine Drive
13,GL265A_L,55.85685847943426,-4.290217055996317,Pacific Dr eastbound
14,GF0301_D,55.878817107346244,-4.191393528638299,Royston Rd e/b to Robroyston Rd
15,GF0301_C,55.878817107346244,-4.191393528638299,Royston Rd w/b to Robroyston Rd
16,GJ275A_V,55.83687762899016,-4.25724376518555,Cathcart Rd northbound to Preston St
17,GF0301_B,55.878817107346244,-4.191393528638299,Langdale St n/b
18,GC4151_G,55.86038667864348,-4.2826901232101795,On-ramp Westbound to Clydeside Expressway
19,GC4151_E,55.85935619571898,-4.283492595662314,Congress Way Northbound Outside to Pointhouse Rd
20,GC4151_C,55.85935619571898,-4.283492595662314,Congress Way Northbound Inside to Pointhouse Road
21,GC4151_A,55.86038667864348,-4.2826901232101795,Stobcross Road Eastbound to Pointhouse Road
22,GH195A_B,55.85345791330956,-4.236667530649426,London Road westbound to Kent St
23,GH195A_A,55.854652939873155,-4.240634856680875,London Road e/b to Kent St.
24,GL2651_R,55.85534127437887,-4.295912000825322,Govan Rd Westbound
25,GB0501_D,0,0,Glasgow Bridge SB to Clyde Place
26,GB0501_A,55.85476337655625,-4.25965520363947,Clyde Place to Bridge Street eastbound
27,GA2801_G,55.86530300068848,-4.256863117405453,Renfrew Street eastbound to Renfield Street offside
28,GG1101_T,55.86853966661047,-4.156577825463893,Stepps Road nb from Bellrock St
29,GG1101_S,55.86853966661047,-4.156577825463893,M8 Off-Ramp WB
30,GG1101_R,55.866837896546805,-4.1552208441953615,Stepps Road s/b
31,GA2801_B,55.865281629386,-4.25508782149662,Renfrew Street westbound
32,GA2801_A,55.86530300068848,-4.256863117405453,Renfrew Street eastbound to Renfield Street nearside
33,GK4951_C,55.80152058659404,-4.328085826495753,Nitshill Road Westbound to Kyleakin Rd
34,GK4951_B,55.80152058659404,-4.328085826495753,Loganswell Road Northbound
35,GK4951_A,55.80152058659404,-4.328085826495753,Nitshill Rd Westbound to Loganswell Rd
36,GH3301_F,55.84116817560765,-4.215532724464075,Dalmarnock Road eastbound LT to Springfield Rd
37,GH3301_D,55.84116817560765,-4.215532724464075,Springfield Road southbound
38,GH3301_B,55.840448271219856,-4.214086215304658,Dalmarnock Road westbound to Springfield Rd
39,GH3301_A,55.84296866880256,-4.217360281901309,Dalmarnock Road s/b to Springfield Rd
40,GC1301_V,0,0,Radnor Street to Sauchiehall Street
41,GC1301_T,55.866792607151226,-4.2886122154594855,Sauchiehall St to Radnor St.
42,GC1301_S,55.866792607151226,-4.2886122154594855,Kelvin Way
